isocode,XRAT,POP,cc,cg,ci,kc,kg,ki,openc,openk,csave,rgdpch,rgdpl,cgdp,rgdptt,y,p,pc,pg,pi,yr,cgnp,rgdpeqa,rgdpwok
AGO,0.028841609,5336.65,72.919049778,13.338929839,11.325893105,71.805435996,14.825877313,9.6523488835,41.298875464,36.600296592,13.742020383,3037.21538,3032.2787578,773.37639022,2991.7944889,18.657926402,19.503699279,14.10295871,22.736394005,50.467807722,1967,,3854.8191484,6456.5411179
AGO,0.02872761,5417.59,69.980726759,14.978316628,11.764804928,68.638992026,16.297121226,10.093171458,42.768882473,39.434341302,15.040956613,3047.0596726,3045.2754305,803.72753284,2993.0283311,17.925851392,20.126098137,14.476594708,22.833402334,50.28431143,1968,,3875.2493633,6506.8008941
AGO,0.028561199,5501.07,67.117440957,15.929520759,11.063422992,65.715906737,17.044758467,9.4255995426,43.361809629,40.692309566,16.953038283,3260.7133952,3264.554699,897.65442514,3198.7542393,18.661805265,20.03268699,14.48007993,23.0769251,49.334967358,1969,,4145.601584,6985.2106326
AGO,0.02862511,5588,64.21427237,16.329822236,10.760734079,63.356547418,17.099005612,9.2718969615,47.422674255,45.101386227,19.455905395,3328.6765172,3333.448314,965.84881825,3277.9898614,19.31594035,20.78893807,15.206727919,23.071867415,50.636133467,1970,,4231.5621646,7154.511588
AGO,0.028191119,5670.08,65.653963952,17.162632099,11.675910961,64.015200184,17.292371292,10.013246326,47.072755656,46.48184244,17.183403949,3330.9616705,3332.8334063,993.49507305,3224.3438188,18.520866952,21.585203881,15.627001018,23.16515597,52.765940079,1971,,4244.1495935,7195.3410568
AGO,0.02705281,5762.34,59.423564457,18.19935468,11.398480649,58.499598157,18.134235996,9.9709517654,43.680766958,44.012846267,22.377080863,3303.8937151,3305.3586157,1029.783059,3226.4923415,17.65279919,23.495489205,16.989639093,24.604881331,55.64105263,1972,,4207.3478367,7172.0807787
AGO,0.024514619,5867.47,60.969472161,16.987294712,10.185818065,64.132377791,17.862768074,9.4682418479,48.954290429,47.307059756,22.043233127,3487.1061577,3492.8013502,1217.811747,3627.9169986,18.849178693,26.631347611,20.260357753,28.914300702,60.958947967,1973,,4450.0727138,7616.1900201
AGO,0.025407599,5987.34,56.686924615,13.791311862,7.8712560845,67.247167341,16.090333268,8.1183601852,55.636466383,42.908479308,29.521763523,3230.769358,3241.7404797,1383.4354251,3767.1515238,19.934927955,28.266603668,21.461452998,30.191550322,73.902969654,1974,,4124.3244882,7090.2289637
AGO,0.02555218,6123,46.546260247,25.281216125,6.0371465311,55.148815344,29.354397846,6.1171816986,70.049759264,62.246470284,28.172523628,2085.9359185,2094.2774169,983.52352371,2411.4250163,13.130324773,31.032242215,24.071892814,33.767658865,73.241516709,1975,,2670.9111076,4602.756005
AGO,0.02938362,6276.2,51.225867999,28.666452407,7.2585310477,57.601041664,31.612170305,7.031144335,62.824038044,64.47188346,20.107679594,1849.489053,1855.535091,868.21843432,2039.2828883,10.488355701,34.312656762,27.116979461,38.113909111,70.08248323,1976,,2368.9443104,4104.2673761
AGO,0.029918,6449.34,48.695014198,28.867518156,7.4919011858,56.027961281,31.893435398,7.4967248646,60.891429786,66.284508343,22.437467647,1845.8787152,1850.1268481,935.60429221,2067.242177,10.245232089,39.120237169,31.381048749,43.029417299,74.359831907,1977,,2363.0676445,4111.7948479
AGO,0.029918,6636.63,48.24055229,30.310476848,8.3541324889,54.839512096,33.198294263,8.2156403772,63.957531299,73.778279654,21.448970862,1903.7933776,1905.6051553,1014.0886264,2106.8769448,9.9237598596,42.244603917,32.837900759,45.341537266,85.326878409,1978,,2440.7607406,4267.024073
AGO,0.029918,6828.5,48.308430634,29.22137684,8.3739568208,55.107816349,32.347909813,8.3112088114,68.040782874,76.477374808,22.470192527,1889.5137497,1891.3856478,1095.1415351,2105.1731174,9.6884625824,44.980902732,34.456781153,47.921815851,95.430920066,1979,,2417.5500705,4244.2703115
AGO,0.029918,7019,42.762781235,25.19812989,7.1847388447,55.589288885,31.467072036,8.2328247288,72.721292847,74.70005613,32.039088875,1926.5997012,1929.0163148,1395.5080295,2438.40419,11.466478857,45.670758022,34.533424187,47.597008829,105.20325621,1980,,2471.7560627,4355.5424402
AGO,0.029918,7210.28,40.819154239,28.694282509,7.8666128588,53.128413762,35.745694431,9.0844507071,74.97639574,90.98994617,30.486563252,1734.8452118,1733.317571,1370.4474688,2195.1713208,10.153450843,47.974926255,39.362486563,45.744955899,100.79815667,1981,,2231.2778408,3987.4749931
AGO,0.029918,7403.66,40.211078949,32.286409625,9.0112629925,53.315826798,41.253018765,10.475529825,66.508350981,87.238021419,27.502511426,1664.2563441,1659.0678245,1431.0684328,2144.8139546,10.293320406,48.922763905,43.08204301,44.132141261,92.150188782,1982,,2137.3071158,3882.4477909
AGO,0.029918,7599.67,44.94374647,33.022747984,7.7863278059,54.548041111,38.692759975,8.4088728224,66.551345253,81.383912814,22.033505546,1744.6866651,1744.3253578,1434.5653177,2063.139874,9.5992164486,50.109635452,41.399755682,46.805217882,114.39868021,1983,,2242.4278834,4137.4738745
AGO,0.029918,7799.5,39.127656627,41.962222077,8.3150977827,43.917191259,45.330646535,8.5111870746,65.805449583,83.707012285,18.910121296,1778.792849,1772.4916989,1392.0719045,1937.948588,8.4452457476,56.366039009,55.956575962,43.869654801,121.35593965,1984,,2285.9161363,4283.5185256
AGO,0.029918,8005,47.235452358,35.996230973,6.4741990216,52.026813635,38.162035625,6.5097257526,61.274509804,71.775424728,16.768316669,1860.2810639,1861.8302495,1485.032424,1998.1248609,8.4835722953,57.358837024,47.62029462,51.553371839,160.688889,1985,92.181392088,2394.0325938,4557.8194275
AGO,0.029918,8218.72,44.372445355,42.796577714,6.5151874574,43.592622035,40.732198968,5.8977641028,70.526315789,71.780533733,12.830976931,1861.5013302,1859.6221536,1358.6535338,1786.1754386,7.4118508989,56.87326165,51.268990199,49.659671438,142.4260115,1986,92.274824639,2399.7351413,4384.6364215
AGO,0.029918,8443.86,51.530750829,38.986988082,6.3148402738,50.363669936,37.760824951,5.7665280799,61.990950226,61.962481332,9.4822610883,1976.9875677,1978.4159232,1490.5429026,1915.0909851,7.7033800022,58.6913651,60.297780782,42.233195362,147.19315405,1987,93.810203254,2544.9923626,4466.8338309
AGO,0.029918,8684.31,45.604425303,39.235836242,4.2810773675,47.566687082,40.517286866,4.1505756449,55.230125523,59.198953102,15.159738455,2077.7586526,2080.7880498,1727.7921525,2134.6292005,8.3645688004,53.240059001,53.731173418,42.581305984,145.69531341,1988,83.17266733,2673.02375,4518.3455595
AGO,0.029918,8944.62,43.397174166,37.596001631,4.2586227644,47.036067069,39.693085793,4.3003972227,52.877697842,59.97098539,19.006824203,2018.7493652,2021.4033178,1805.4274429,2134.0279262,8.2107336586,57.540059101,59.140602115,43.492156213,165.24763532,1989,83.841073326,2603.3515348,4236.2058716
AGO,0.029918,9230,32.446959561,45.830879959,3.8068510345,37.12941624,49.792076352,4.1413790936,59.609120521,70.684560301,21.722160481,1946.4649159,1944.1155142,1908.3938446,2129.3261604,8.2955797745,58.255389389,64.33042368,43.887960912,179.44623551,1990,80.058247663,2510.1344988,4084.5219558
AGO,0.055098329,9593.46,42.83228372,48.960871825,4.9770307899,41.677021236,48.099876044,4.5721519371,57.391304348,56.307688161,8.2068444545,1881.7066424,1882.4797851,1645.0612665,1831.3245079,7.0088885718,92.576361201,83.501328376,85.498100706,240.30745161,1991,80.816872928,2426.6231162,3948.6311993
AGO,0.251416713,9943.65,57.183072789,43.507116367,1.2772720151,53.839015599,41.049360745,1.1801316036,139.53839995,126.39746947,-0.690189156,1861.4364609,1864.6436564,1621.3692459,1761.6736252,6.6130498653,65.204154672,64.369395338,62.771924237,185.42399398,1992,60.742884774,2400.4829677,3906.0956259
AGO,2.660166979,10286.31,38.541999284,51.552496222,11.160237116,36.545631744,49.068622031,10.356611051,109.05784036,118.7045209,9.9055044943,1143.0843465,1143.24942,1022.2232483,1083.0259708,4.0080052249,96.30549901,83.139022172,77.600784529,228.17877806,1993,61.288070006,1474.1059188,2398.6834145
AGO,59.51499939,10627.18,34.664126202,46.74866101,9.0864076349,34.747706439,46.638336515,8.9801219163,160.86956522,165.28048396,18.587212788,1138.8397649,1139.2048254,1095.9351467,1140.3521137,4.0841112219,89.590564924,70.335911889,76.842386767,228.63407174,1994,47.861665197,1468.6321644,2389.7764536
AGO,2750.22998,10972,41.858668314,57.6511199,9.4291652741,42.497754185,57.454256512,9.4572613628,146.58430233,148.03037874,0.4902117857,1252.6222038,1253.3016519,1244.7320803,1258.381971,4.4622179569,36.634286736,29.575823897,31.910940611,96.847893358,1995,48.187623555,1615.3644395,2628.5410295
AGO,128029.2031,11316.94,37.167671787,56.745466842,8.5691308747,37.167671787,56.745466842,8.5691308747,134.86997636,134.86997636,6.0868613711,1362.3240948,1362.3240948,1362.3240948,1362.3240948,4.6664666495,42.859970672,34.349204997,37.765105353,113.51309351,1996,52.970465515,1756.8344957,2858.7428578
AGO,,,,,,,,,,,,,,,,,,,,,1997,59.085983136,,
AGO,,,,,,,,,,,,,,,,,,,,,1998,50.080398395,,
AGO,,,,,,,,,,,,,,,,,,,,,1999,44.521549988,,
AGO,,,,,,,,,,,,,,,,,,,,,2000,53.807255028,,
ALB,,,,,,,,,,,,,,,,,,,,,1950,,,
ALB,,,,,,,,,,,,,,,,,,,,,1951,,,
ALB,,,,,,,,,,,,,,,,,,,,,1952,,,
ALB,,,,,,,,,,,,,,,,,,,,,1953,,,
ALB,,,,,,,,,,,,,,,,,,,,,1954,,,
ALB,,,,,,,,,,,,,,,,,,,,,1955,,,
ALB,,,,,,,,,,,,,,,,,,,,,1956,,,
ALB,,,,,,,,,,,,,,,,,,,,,1957,,,
ALB,,,,,,,,,,,,,,,,,,,,,1958,,,
ALB,,,,,,,,,,,,,,,,,,,,,1959,,,
ALB,,,,,,,,,,,,,,,,,,,,,1960,,,
ALB,,,,,,,,,,,,,,,,,,,,,1961,,,
ALB,,,,,,,,,,,,,,,,,,,,,1962,,,
ALB,,,,,,,,,,,,,,,,,,,,,1963,,,
ALB,,,,,,,,,,,,,,,,,,,,,1964,,,
ALB,,,,,,,,,,,,,,,,,,,,,1965,,,
ALB,,,,,,,,,,,,,,,,,,,,,1966,,,
ALB,,,,,,,,,,,,,,,,,,,,,1967,,,
ALB,,,,,,,,,,,,,,,,,,,,,1968,,,
ALB,,,,,,,,,,,,,,,,,,,,,1969,,,
ALB,,,,,,,,,,,,,,,,,,,,,1970,,,
ALB,,,,,,,,,,,,,,,,,,,,,1971,,,
ALB,,,,,,,,,,,,,,,,,,,,,1972,,,
ALB,,,,,,,,,,,,,,,,,,,,,1973,,,
ALB,,,,,,,,,,,,,,,,,,,,,1974,,,
ALB,,,,,,,,,,,,,,,,,,,,,1975,,,
ALB,,,,,,,,,,,,,,,,,,,,,1976,,,
ALB,,,,,,,,,,,,,,,,,,,,,1977,,,
ALB,,,,,,,,,,,,,,,,,,,,,1978,,,
ALB,,,,,,,,,,,,,,,,,,,,,1979,,,
ALB,,,,,,,,,,,,,,,,,,,,,1980,,,
ALB,,,,,,,,,,,,,,,,,,,,,1981,,,
ALB,,,,,,,,,,,,,,,,,,,,,1982,,,
ALB,,,,,,,,,,,,,,,,,,,,,1983,,,
ALB,,,,,,,,,,,,,,,,,,,,,1984,,,
ALB,,,,,,,,,,,,,,,,,,,,,1985,,,
ALB,,,,,,,,,,,,,,,,,,,,,1986,,,
ALB,,,,,,,,,,,,,,,,,,,,,1987,,,
ALB,,,,,,,,,,,,,,,,,,,,,1988,,,
ALB,,,,,,,,,,,,,,,,,,,,,1989,,,
ALB,,,,,,,,,,,,,,,,,,,,,1990,99.857256358,,
ALB,15.62730895,3277,82.806057367,36.658292247,6.9207605539,66.883359138,29.894932212,5.2775782266,54.885924993,18.412579712,-19.46434961,2212.1010464,2213.043945,1605.359575,1819.8983087,6.83973698,20.035023373,23.77928954,12.018306344,17.698753662,1991,98.095100287,,5204.9436386
ALB,75.03250122,3225,136.93872263,35.08236565,5.1076698394,103.07240534,26.461928191,3.7727356633,108.93578193,44.811526919,-72.02108828,2251.4930959,2254.1999837,1566.9857328,1734.1152895,6.3912367988,14.030315957,15.592725572,7.8752154568,14.418185462,1992,95.942288506,,5297.630814
ALB,102.0625,3179,109.38747654,25.73137845,12.536429461,96.737275648,22.842426144,10.85033432,77.136181549,49.347897768,-35.11885499,2437.185281,2436.5772893,2031.935744,2147.081122,7.9669574059,18.939465988,20.799694453,10.509277667,20.011116291,1993,99.022658369,,5734.5536023
ALB,94.62332916,3185,87.778051729,25.379365875,14.418922245,86.556638576,24.907102075,14.018171691,49.556769176,45.560139872,-13.1574176,2659.7747347,2657.3627925,2514.7941848,2610.9496619,9.3716304124,24.783992638,27.056801772,13.531104068,30.754509507,1994,100.2517417,,6258.2934935
ALB,92.69750214,3225,83.338373232,25.65235676,13.103794099,83.675849693,25.282282051,12.997617242,46.001232567,45.412435048,-8.990729992,2828.7073215,2826.3214261,2775.9801822,2824.868111,9.951562118,27.022559339,29.207355632,14.406491996,37.825117013,1995,102.40450288,,6655.7819329
ALB,104.4989014,3266,93.05658067,23.566678644,10.654890037,93.05658067,23.566678644,10.654890037,54.464461292,54.464461292,-16.62325931,3070.8421027,3070.8421027,3070.8421027,3070.8421027,10.518776195,26.846887364,28.606960829,14.357521061,39.099145559,1996,102.41709905,3651.4174823,7225.5108298
ALB,148.9329071,3339,92.886432126,21.498326176,11.01634964,91.950376519,21.384945597,11.005143196,46.711697281,46.643950577,-14.3847583,2763.4915509,2763.4915509,2789.1327029,2733.9476939,9.0562613567,24.594978838,25.924949652,13.11583104,35.782552207,1997,102.00485191,3285.959038,6475.9544279
ALB,150.6333008,3364,91.209775089,20.476210667,11.001033967,93.668351136,21.329011908,11.686629804,41.088872269,47.183674919,-11.68598576,2879.9000762,2879.960165,3067.5155744,2965.5202904,9.5175226924,29.656987392,31.387365869,14.726835081,43.099861278,1998,102.02743628,3412.2038817,6721.478015
ALB,137.6905975,3383,89.936696075,21.792187885,11.233427187,89.357172651,21.721559621,11.807255298,55.251379624,49.366193997,-11.72888396,3257.1610613,3258.2175666,3413.6478747,3249.2482595,10.121779246,31.84105163,33.774209934,15.73429564,47.610022132,1999,101.74079671,3840.9918175,7571.3863467
ALB,143.7093964,3411,85.44509351,23.389796313,12.703936057,87.80285091,22.494898874,13.425951058,59.417450703,50.749298791,-8.834889823,3346.2645633,3350.2622456,3657.9898625,3402.0652806,10.269867504,30.034927056,32.373165302,13.963118989,43.898766633,2000,102.7985386,3936.7818392,7747.3342007
ANT,,,,,,,,,,,,,,,,,,,,,1960,,,
ANT,,,,,,,,,,,,,,,,,,,,,1961,,,
ANT,,,,,,,,,,,,,,,,,,,,,1962,,,
ANT,,,,,,,,,,,,,,,,,,,,,1963,,,
ANT,,,,,,,,,,,,,,,,,,,,,1964,,,
ANT,,,,,,,,,,,,,,,,,,,,,1965,,,
ANT,,,,,,,,,,,,,,,,,,,,,1966,,,
ANT,,,,,,,,,,,,,,,,,,,,,1967,,,
ANT,,,,,,,,,,,,,,,,,,,,,1968,,,
ANT,,,,,,,,,,,,,,,,,,,,,1969,,,
ANT,,,,,,,,,,,,,,,,,,,,,1970,,,
ANT,,,,,,,,,,,,,,,,,,,,,1971,,,
ANT,,,,,,,,,,,,,,,,,,,,,1972,,,
ANT,,,,,,,,,,,,,,,,,,,,,1973,,,
ANT,,,,,,,,,,,,,,,,,,,,,1974,,,
ANT,,,,,,,,,,,,,,,,,,,,,1975,,,
ANT,,,,,,,,,,,,,,,,,,,,,1976,,,
ANT,,,,,,,,,,,,,,,,,,,,,1977,,,
ANT,,,,,,,,,,,,,,,,,,,,,1978,,,
ANT,,,,,,,,,,,,,,,,,,,,,1979,,,
ANT,,,,,,,,,,,,,,,,,,,,,1980,68.976001553,,
ANT,,,,,,,,,,,,,,,,,,,,,1981,77.470817957,,
ANT,,,,,,,,,,,,,,,,,,,,,1982,92.002649904,,
ANT,,,,,,,,,,,,,,,,,,,,,1983,95.222013391,,
ANT,,,,,,,,,,,,,,,,,,,,,1984,95.277899999,,
ANT,,,,,,,,,,,,,,,,,,,,,1985,95.279192585,,
ANT,,,,,,,,,,,,,,,,,,,,,1986,,,
ANT,,,,,,,,,,,,,,,,,,,,,1987,,,
ANT,,,,,,,,,,,,,,,,,,,,,1988,,,
ANT,,,,,,,,,,,,,,,,,,,,,1989,,,
ANT,,,,,,,,,,,,,,,,,,,,,1990,,,
ANT,,,,,,,,,,,,,,,,,,,,,1991,,,
ANT,,,,,,,,,,,,,,,,,,,,,1992,,,
ANT,,,,,,,,,,,,,,,,,,,,,1993,,,
ANT,,,,,,,,,,,,,,,,,,,,,1994,,,
ANT,,,,,,,,,,,,,,,,,,,,,1995,,,
ANT,,,,,,,,,,,,,,,,,,,,,1996,,,
ANT,,,,,,,,,,,,,,,,,,,,,1997,,,
ANT,,,,,,,,,,,,,,,,,,,,,1998,,,
ANT,,,,,,,,,,,,,,,,,,,,,1999,,,
ANT,,,,,,,,,,,,,,,,,,,,,2000,,,
ARE,,,,,,,,,,,,,,,,,,,,,1960,,,
ARE,,,,,,,,,,,,,,,,,,,,,1961,,,
ARE,,,,,,,,,,,,,,,,,,,,,1962,,,
ARE,,,,,,,,,,,,,,,,,,,,,1963,,,
ARE,,,,,,,,,,,,,,,,,,,,,1964,,,
ARE,,,,,,,,,,,,,,,,,,,,,1965,,,
ARE,,,,,,,,,,,,,,,,,,,,,1966,,,
ARE,,,,,,,,,,,,,,,,,,,,,1967,,,
ARE,,,,,,,,,,,,,,,,,,,,,1968,,,
ARE,,,,,,,,,,,,,,,,,,,,,1969,,,
ARE,,,,,,,,,,,,,,,,,,,,,1970,,,
ARE,,,,,,,,,,,,,,,,,,,,,1971,,,
ARE,,,,,,,,,,,,,,,,,,,,,1972,,,
ARE,,,,,,,,,,,,,,,,,,,,,1973,89.482459598,,
ARE,,,,,,,,,,,,,,,,,,,,,1974,99.363341999,,
ARE,,,,,,,,,,,,,,,,,,,,,1975,100.70457364,,
ARE,,,,,,,,,,,,,,,,,,,,,1976,101.01125135,,
ARE,,,,,,,,,,,,,,,,,,,,,1977,101.91728624,,
ARE,,,,,,,,,,,,,,,,,,,,,1978,104.16659205,,
ARE,,,,,,,,,,,,,,,,,,,,,1979,109.05659849,,
ARE,,,,,,,,,,,,,,,,,,,,,1980,104.72535577,,
ARE,,,,,,,,,,,,,,,,,,,,,1981,105.7721431,,
ARE,,,,,,,,,,,,,,,,,,,,,1982,106.48855974,,
ARE,,,,,,,,,,,,,,,,,,,,,1983,105.38505174,,
ARE,,,,,,,,,,,,,,,,,,,,,1984,104.33379574,,
ARE,,,,,,,,,,,,,,,,,,,,,1985,105.55076143,,
ARE,,,,,,,,,,,,,,,,,,,,,1986,104.74474108,,
ARE,,,,,,,,,,,,,,,,,,,,,1987,104.05101197,,
ARE,,,,,,,,,,,,,,,,,,,,,1988,105.5088025,,
ARE,,,,,,,,,,,,,,,,,,,,,1989,105.53775017,,
ARE,,,,,,,,,,,,,,,,,,,,,1990,106.50518755,,
ARE,,,,,,,,,,,,,,,,,,,,,1991,106.50514648,,
ARE,,,,,,,,,,,,,,,,,,,,,1992,106.50493546,,
ARE,,,,,,,,,,,,,,,,,,,,,1993,106.50492051,,
ARE,,,,,,,,,,,,,,,,,,,,,1994,106.50545977,,
ARE,,,,,,,,,,,,,,,,,,,,,1995,106.50486178,,
ARE,,,,,,,,,,,,,,,,,,,,,1996,106.5052537,,
ARE,,,,,,,,,,,,,,,,,,,,,1997,106.50509358,,
ARE,,,,,,,,,,,,,,,,,,,,,1998,108.23140012,,
ARE,,,,,,,,,,,,,,,,,,,,,1999,,,
ARE,,,,,,,,,,,,,,,,,,,,,2000,,,
ARG,3.77E-13,17213.35915,70.358385351,13.951264994,14.337668385,68.468787127,20.379094688,12.088610977,12.316193938,9.8960514602,15.690349654,6430.0134743,6585.3238378,1182.345625,6736.8184709,61.180566322,119.4666704,115.62879579,98.322230727,158.87463597,1950,,7587.7986403,15512.088552
ARG,5.11E-13,17513.59217,67.462098608,13.249967547,19.915763227,66.608056978,19.068490974,16.735853951,12.858073242,9.1186897934,19.287933845,6774.756631,6852.4421875,1344.1228821,6974.1835141,61.531029488,109.02171784,110.03102652,85.599474582,121.18564442,1951,,7995.8735408,16424.83654
ARG,5.37E-13,17913.90286,68.770055663,14.069735932,18.650529018,66.892303424,19.818845926,15.201091306,9.3823611397,7.1503693882,17.160208404,6178.8854275,6283.0075162,1238.2913365,6309.9692145,54.70693496,128.89679567,132.4643283,102.72457667,135.48624913,1952,,7293.9331104,15058.807984
ARG,5.27E-13,18214.13587,66.143573192,13.021976133,19.119480942,65.180041721,18.686568335,15.862720321,7.861701757,7.5264116672,20.834450675,6265.333352,6341.7736791,1283.6843172,6434.324735,54.543296572,142.07062524,144.55600556,120.79506759,147.96293316,1953,,7397.2092647,15349.740071
ARG,5.43E-13,18614.44657,68.569393838,13.318785312,17.442479704,67.262123587,18.68682889,14.602972324,7.5872920629,8.5286164321,18.11182085,6402.8441726,6495.8543167,1318.1211977,6575.4108877,57.162309608,147.0536236,148.19448758,126.92400927,157.93932698,1954,,7560.2565846,15766.923194
ARG,6.08E-13,18914.67958,69.321306123,12.977896289,18.007833981,68.74677439,17.834229517,15.135290089,8.2732339026,8.3400272403,17.700797589,6860.4216163,6933.7686465,1432.3063138,7031.2642165,57.828700977,141.51111479,143.90910788,121.56789251,146.65271355,1955,,8102.0465207,16979.099484
ARG,1.38E-12,19314.99026,68.06681288,14.627078701,17.201161329,67.016752647,19.620553677,14.04028153,15.396890417,8.2005337963,17.30610842,6736.0740498,6857.6359374,1436.6434777,6911.281574,56.175406604,77.623282106,80.488608699,57.801822543,83.140142169,1956,,7954.814028,16759.68709
ARG,1.82E-12,19615.22328,69.137538232,13.60433248,18.164953267,68.241400844,17.97846504,14.710263861,15.177519288,8.5161682006,17.258129288,6998.3463131,7082.8478043,1534.8411213,7084.7947386,58.028222741,67.704948646,69.565606063,46.918886534,76.190477033,1957,,8268.1360663,17506.339957
ARG,2.24E-12,19915.4563,69.240393309,13.125672172,18.136412042,68.768637307,17.285282469,14.904464015,12.810785046,8.2618662232,17.63393452,7392.764347,7465.534947,1678.2602262,7499.5026089,63.398492755,70.643486634,70.573642405,57.958490724,80.09051173,1958,,8733.0864071,18588.490674
ARG,5.92E-12,20315.76699,66.996348223,14.197738498,17.539892707,67.210166318,18.605649988,14.463236778,16.117320156,8.4189130345,18.805913279,6779.6789019,6875.4655214,1583.8587272,6982.4336033,56.035854403,52.700569189,55.227864247,35.512687362,56.959974477,1959,,8010.5855779,17137.387058
ARG,6.4E-12,20616,62.477191715,14.320406642,23.202399362,63.101809099,18.6089882,19.440146731,15.208097423,8.6505392894,23.202401643,7371.4783174,7395.0831583,1733.8760182,7480.196597,60.028548353,57.484764374,61.315222062,39.66193783,58.17063673,1960,102.5880823,8711.2965462,18732.674271
ARG,7E-12,20995.87,62.370607351,13.813425817,23.815965033,64.097114975,17.821303799,20.418944289,11.989893361,8.7554347098,23.815966831,7586.3820504,7582.2286925,1826.0517651,7759.4530454,62.210870814,62.154094026,64.22020661,35.049780254,72.463931592,1961,102.587473,8960.0936892,19301.839512
ARG,8.72E-12,21341.9,67.183968951,14.97076936,22.537101906,64.543715418,17.772854249,18.566667393,14.075526282,10.179403488,17.845261689,7457.4357448,7479.6274723,1704.5657495,7207.4377654,54.888304902,67.188250505,70.773039845,54.71892075,64.784884,1962,102.58808642,8796.4143838,18987.804023
ARG,1.39E-11,21665.36,65.835972546,15.383337564,18.780687918,65.134008392,18.531300056,15.924316292,15.780906833,9.2824994477,18.78068989,7004.1795661,7066.4034604,1669.9872272,7037.4048269,51.659334843,50.40042866,54.717301638,33.589267753,49.03765814,1963,102.58770299,8258.8299508,17855.518551
ARG,1.4E-11,21976.2,64.204367717,14.039749431,21.755881461,64.868245598,17.083783249,18.854284539,11.12742998,9.0096262674,21.755882852,7546.3258271,7556.724281,1845.5655252,7617.6552667,53.832034956,63.307486628,70.301099414,32.596840351,62.486986275,1964,102.58779669,8885.5781295,19251.551308
ARG,1.7E-11,22283,65.117814197,12.787858392,20.019036032,67.239890536,15.452887009,17.705306104,10.376457728,8.4807814203,22.094327411,8235.0970004,8239.2359246,2083.0467268,8448.304786,56.614221861,61.065972907,63.21322983,38.629796702,68.41327807,1965,102.58788376,9692.4039272,21035.765925
ARG,2.09E-11,22592.99,65.524531821,13.284700048,19.527538775,66.700280278,15.526639624,17.1357642,11.642605163,8.8153048156,21.190768131,8075.6425022,8087.5884789,2075.226422,8172.5588678,52.12050527,61.356753712,62.728901986,49.900948289,64.545971068,1966,104.07159302,9494.9089759,20645.357244
ARG,3.33E-11,22912.03,65.147861116,12.97108021,19.382526511,67.049302137,15.067921045,17.264289762,12.492660562,8.5548657125,21.881058673,8212.1020867,8217.7575293,2190.5485665,8377.430984,52.847610104,47.894358677,48.923067991,35.96126752,52.422502676,1967,100.36103664,9648.974469,21021.213865
ARG,3.5E-11,23244.67,64.802610306,14.069098773,20.047548878,66.203398242,15.944448476,17.914287305,11.888164843,8.1931013726,21.128290921,8488.6855087,8495.0357071,2335.3007012,8593.5845401,52.085130363,48.701644664,50.653239371,34.025316322,52.692869841,1968,98.516141949,9965.0500442,21748.048404
ARG,3.5E-11,23594.05,64.139273789,13.110467061,22.75025915,65.411822588,14.611789316,20.188446988,12.79742631,9.2440186957,22.75025915,9166.888432,9132.5529319,2615.6192266,9151.9193226,54.377470088,50.647771054,52.51841662,36.704515896,53.409090778,1969,99.297059936,10754.971453,23512.960495
ARG,3.79E-11,23962,63.521716652,13.091512067,22.521082086,64.962678362,14.208916672,20.113965934,10.337443484,8.1934770495,23.386771281,9264.9191073,9226.9557147,2771.1218488,9241.9614729,55.41946454,47.690924089,48.764509727,35.491000549,51.754647279,1970,96.238967636,10859.201797,23786.040353
ARG,4.52E-11,24370.64,63.700770707,13.345187536,23.554764913,64.96915395,14.064869566,21.130183494,12.615188808,7.7622237079,22.954041756,9632.6977084,9580.0095585,2987.159574,9537.6764865,55.687025065,50.589658461,52.686843743,38.46282428,51.788675207,1971,101.02543794,11295.277821,24887.367007
ARG,5E-11,24787.78,63.477686026,13.100406561,23.062018952,65.218056669,13.623247014,21.054239396,14.035642988,7.5421379936,23.421907413,9602.2651988,9548.9143553,3104.8007798,9573.8907782,53.223272816,72.208931571,75.529644806,51.546189119,74.806238199,1972,98.463995893,11261.58951,24965.889492
ARG,5E-11,25208.78,63.418437339,13.519758099,21.15863756,65.87379308,14.038660993,19.421973391,13.322169101,7.7707353818,23.061804562,9735.4070842,9700.1486844,3339.7725548,9824.6299444,51.692693748,112.33805512,116.3152588,95.882279452,110.93201298,1973,100.33918343,11422.592886,25470.427188
ARG,5E-11,25630.04,64.69937786,14.051233764,20.635826631,66.76859357,14.261163004,18.515147187,13.191579908,7.5179879095,21.249388375,10143.332548,10118.819352,3756.5702565,10135.549194,54.131154993,135.42249994,133.9018512,126.76777695,146.08330686,1974,100.33562063,11909.535392,26716.695956
ARG,3.66E-10,26049,64.50998501,14.185774511,21.458861172,66.654233779,14.36407526,18.96163309,11.802723715,7.2560125384,21.304240479,9925.2727947,9895.8434927,4052.777536,9878.4329277,54.10575751,50.214405777,45.243881461,44.562814866,68.89296659,1975,101.35293631,11657.111535,26310.500884
ARG,1.4E-9,26462.55,59.076876832,14.844376898,22.824857652,62.077719275,15.29746783,20.661534165,15.096869079,7.7869116299,26.07874627,9623.1058306,9560.4880299,4180.3929479,9690.8641644,50.500480609,66.079198899,63.304957965,41.933162735,88.963300056,1976,100.03029715,11305.340496,25672.578287
